source_id,url,domain,source_type,description,why_relevant,occurrence_count_in_auto_registry,first_artifact_path,first_line_number,public_note
KEY_SRC_0053,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/boletin-trimestral-del-mercado-laboral/documents/Boletin_Trimestral_Mercado_Laboral_jul-sep_2025.pdf?v=1773273600176,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12a_targeted_external_missing_data_acquisition/sources/S12A_007_3182e729_Boletin_Trimestral_Mercado_Laboral_jul-sep_2025.pdf,2025,2004|2013|2014|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,income_bridge_context,CONTEXT_OFFICIAL_2025_INFORMAL_INCOME_PATTERN_NOT_2026,context,19,2,204,0,pdf_pdftotext,unidades|unidades|pan|hogares|ingreso",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice12a_targeted_external_missing_data_acquisition/outputs/slice12a_income_bridge_leads.csv,4,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0054,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/7de046c0c7_Informe-IPC-2026-04.pdf,7de046c0c7_Informe-IPC-2026-04.pdf,LOW_RELEVANCE_WINDOW,hogar,2025|2026,no,no,yes,no",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_target_text_windows.csv,13,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0055,"https://cdn.bancentral.gov.do/documents/estadisticas/precios/documents/ipc_subyacente_base_2019-2020.xlsx,OK_XLSX,,,ipc",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_schema_audit_v1c.csv,14,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0056,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,inflación,0,847,21,2025|2026",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,388,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0057,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/7de046c0c7_Informe-IPC-2026-04.pdf,7de046c0c7_Informe-IPC-2026-04.pdf,LOW_RELEVANCE_WINDOW,hogar,2026,no,no,yes,no",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_target_text_windows.csv,15,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0058,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/7de046c0c7_Informe-IPC-2026-04.pdf,7de046c0c7_Informe-IPC-2026-04.pdf,LOW_RELEVANCE_WINDOW,,no,-55,REJECT_WINDOW_FALSE_POSITIVE_NOT_ENCFT_INCOME,reject,Window",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,6,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_window_review.csv,13,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0059,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,inflación,1841,3000,25,2025|2026",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,392,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0060,"https://cdn.bancentral.gov.do/documents/banner_encft.png,/home/yenksid/Downloa",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1786,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0061,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,grupo,6841,7996,65,2025|2026",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,438,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0062,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,inflación,60,1219,22,2025|2026",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,389,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0063,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,inflación,6831,7990,65,2025|2026",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,401,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0064,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,variación,9770,10598,25,2026",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,425,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0065,"https://cdn.bancentral.gov.do/documents/estadisticas/precios/documents/ipc_subyacente_base_2019-2020.xlsx,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/2fa898b4d8_ipc_subyacente_base_2019-2020.xlsx,2fa898b4d8_ipc_subyacente_base_2019-2020.xlsx,.xlsx,2026,2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,0,0,1,yes,DYNAMIC_SITE_RESOURCE_CONTEXT,context_only,xlsx_zip_xml",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_resource_audit.csv,13,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0066,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,abril",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,15,slice6a_income_wage_food_offset/outputs/slice6a_text_windows_v1c.csv,443,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0067,https://cdn.bancentral.gov.do:443/documents/estadisticas/mercado-cambiario/documents/tasaus_mc.pdf,cdn.bancentral.gov.do:443,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,16,slice4b_business_cost_margin_pressure/sources/discovered_16_BCRD_financing_cost_rates__index.html,1010,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0068,http://descargas.one.gob.do/download/Metadata_Bases_de_datos_Perfil_Empresas.pdf,descargas.one.gob.do,official_dominican_source,"Oficina Nacional de Estadística / household, labor, business or statistical data",Primary or official Dominican source candidate.,10,slice12a_targeted_external_missing_data_acquisition/sources/S12A_010_eb2d76d1_datos-y-estadisticas.html,12293,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0069,"https://dgii.gov.do/estadisticas/boletinesEstadisticos/Paginas/default2.aspx,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/sources/dgii_statistical_bulletins_page.html,True,200,text/html",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,5,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2032,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0070,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,http://dgii.gov.do:80/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,http://dgii.gov.do:80/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,keyword_match",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,6,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1899,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0071,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,#,keyword_match",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,6,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1899,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0072,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,https://dgii.gov.do/estadisticas/informeRecaudacionMensual/_vti_bin/spsdisco.aspx,/estadisticas/informeRecaudacionMensual/_vti_bin/spsdisco.aspx,keyword_match",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,6,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1899,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0073,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,https://dgii.gov.do/herramientas/consultas/Paginas/Consulta-Activid",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1899,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0074,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Paginas/default.aspx,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/sources/dgii_monthly_revenue_reports_page.html,True,200,text/html",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,6,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2032,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0075,"https://dgii.gov.do/estadisticas/boletinesEstadisticos/Paginas/default2.aspx,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice7a_current_informal_household_income_source_discovery/outputs/slice7a_rejected_source_candidates.csv,424,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0076,https://dgii.gov.do/estadisticas/informeRecauda,dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice7a_current_informal_household_income_source_discovery/outputs/slice7a_rejected_source_candidates.csv,707,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0077,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2025/Informe%20Preliminar%20abril%202025.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/dgii_targeted_downloads_v1b/pdf_2025_informe_preliminar_abril__Informe_Preliminar_abril_2025.pdf,OK,,1188234,ce05dd1e8fcf375f005707c445ffcbec31960b051c4cef3506e4cb6797952141,application/pdf",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_dgii_targeted_download_manifest_v1b.csv,6,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0078,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2025/Informe%20Preliminar%20marzo%202025.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/dgii_targeted_downloads_v1b/pdf_2025_informe_preliminar_marzo__Informe_Preliminar_marzo_2025.pdf,OK,,1171483,af51b8145f594fd94d28b8dcf989273bc4756d42a8b278979d16e0da83035e05,application/pdf",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_dgii_targeted_download_manifest_v1b.csv,8,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0079,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2025/Recaudaci%C3%B3n%20enero-abril%202025.zip,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/dgii_targeted_downloads_v1b/zip_2025_enero_abril__Recaudacion_enero-abril_2025.zip,OK,,61648,2a3b7bf22e850081adab3f0f457c484f29c36afae79e9403a895bd25def30e9c,application/x-zip-compressed,1",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_dgii_targeted_download_manifest_v1b.csv,7,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0080,https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2025/Recaudacion,dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_dgii_targeted_download_manifest_v1b.csv,9,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0081,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2025/Recaudacion%20enero-%20marzo%202025.zip,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/dgii_targeted_downloads_v1b/zip_2025_enero_marzo__Recaudacion_enero-_marzo_2025.zip,OK,,59541,8389fcee33417929a0480445b809482e60c420b23f7e9d2d2270c709bb4aaa17,application/x-zip-compressed,1",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_dgii_targeted_download_manifest_v1b.csv,9,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0082,https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2025/Recaudación,dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_dgii_targeted_download_manifest_v1b.csv,7,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0083,https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2026/Informe,dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,18,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1743,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0084,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2026/Informe%20Preliminar%20abril%202026.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/dgii_targeted_downloads_v1b/pdf_2026_informe_preliminar_abril__Informe_Preliminar_abril_2026.pdf,OK,,842726,5aa0e63bd6bb4f927138149",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice7a_current_informal_household_income_source_discovery/outputs/slice7a_rejected_source_candidates.csv,704,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0085,"https://dgii.gov.do/estadisticas/informeRecaudacionMensual/Documents/2026/Informe%20Preliminar%20abril%202026.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/dgii_targeted_downloads_v1b/pdf_2026_informe_preliminar_abril__Informe_Preliminar_abril_2026.pdf,OK,,842726,5aa0e63bd6bb4f9271381493bcc3e620d246842d6d22af9207f45a4a13c48ade,application/pdf",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,2,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1743,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0086,"https://dgii.gov.do/estadisticas/boletinesEstadisticos/Paginas/default2.aspx,https://dgii.gov.do/publicacionesOficiales/Calendario",dgii.gov.do,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/outputs/slice4a_discovered_links_v1.csv,332,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0087,http://dgii.gov.do:80/estadisticas/boletinesEstadisticos/Paginas/default2.aspx,dgii.gov.do:80,official_dominican_source,DGII / tax and economic activity context,Primary or official Dominican source candidate.,1,slice4a_ordinary_commerce_pressure/sources/dgii_statistical_bulletins_page.html,116,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0088,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-1024x1024.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0089,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-12x12.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0090,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-150x150.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0091,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-1536x1536.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0092,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-2048x2048.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0093,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-300x300.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0094,https://digepres.gob.do/wp-content/uploads/2025/03/cupula-18-768x768.png,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,50,slice2d_public_spending_transfers_audit/sources/discovery_v4/digepres.gob.do_ejecucion-presupuestaria-2021_.html,885,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0095,"https://digepres.gob.do/ejecucion-presupuestaria-2021/,https://digepres.gob.do/wp-content/uploads/2025/09/Tablas-graficos-y-figuras-Informe-de-Ejecucion-Enero-Marzo-2022-gastos-VF-web.xlsx,36,Tablas;xlsx;xls",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,5,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1833,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0096,https://digepres.gob.do/historia-direccion-general-de-presupuesto/,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,341,slice7b_strict_current_income_target_review/outputs/slice7b_strict_rejected_targets.csv,55,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0097,https://digepres.gob.do/gastos/,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,340,slice7a_current_informal_household_income_source_discovery/outputs/slice7a_rejected_source_candidates.csv,864,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0098,"https://digepres.gob.do/ley-de-presupuesto-general-del-estado-2026/,https://digepres.gob.do/wp-content/uploads/2025/11/1.2-Informacion-sobre-los-ingresos-1.pdf,15",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,1,slice2d_public_spending_transfers_audit/sources/slice2d_digepres_discovery_links.csv,911,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0099,https://digepres.gob.do/presupuestos-ciudadanos/,digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,340,slice7a_current_informal_household_income_source_discovery/outputs/slice7a_rejected_source_candidates.csv,875,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0100,"https://digepres.gob.do/proyecto-de-ley-de-presupuesto-2026/,https://digepres.gob.do/wp-content/uploads/2025/11/4.4-Clasificacion-Economica-del-Ingreso.pdf,15",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,1,slice2d_public_spending_transfers_audit/sources/slice2d_digepres_discovery_links.csv,985,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0101,"https://digepres.gob.do/proyecto-de-ley-de-presupuesto-2026/,https://digepres.gob.do/wp-content/uploads/2025/11/4.8-Clasificacion-de-Ingresos-Fuentes-de-Financiamiento-de-Instituciones-Publicas-de-la-Seguridad-Social.pdf,15",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,1,slice2d_public_spending_transfers_audit/sources/slice2d_digepres_discovery_links.csv,989,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0102,"https://digepres.gob.do/proyecto-de-ley-de-presupuesto-2026/,https://digepres.gob.do/wp-content/uploads/2025/11/4.9-Clasificacion-Economica-Del-Ingreso-De-Instituciones-Publicas-De-La-Seguridad-Social.pdf,15",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,1,slice2d_public_spending_transfers_audit/sources/slice2d_digepres_discovery_links.csv,990,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0103,"https://digepres.gob.do/ejecucion-presupuestaria-2025/,https://digepres.gob.do/wp-content/uploads/2025/09/Tablas-y-graficos-Informe-Enero-Marzo-2025-1.xlsx,39,Informe-Enero-Marzo-2025;Tablas;xlsx;xls",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,5,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,1833,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0104,"https://digepres.gob.do/ley-de-presupuesto-general-del-estado-2023/,https://digepres.gob.do/wp-content/uploads/2025/11/1.-Anexo-I.-Presupuesto-de-Ingresos-y-Gastos-del-Gobierno-Central-2023-1_compressed.pdf,16",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,1,slice2d_public_spending_transfers_audit/sources/slice2d_digepres_discovery_links.csv,660,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0105,"https://digepres.gob.do/ley-de-presupuesto-general-del-estado-2023/,https://digepres.gob.do/wp-content/uploads/2025/11/Anexo-II-Presupuestos-de-Ingresos-y-Gastos-de-Organismos-Autonomos-y-Descentralizados-no-Financieros-e-Instituciones-Publicas-de-la-Seguridad-Social_compressed.pdf,16",digepres.gob.do,official_dominican_source,DIGEPRES / budget execution and fiscal spending data,Primary or official Dominican source candidate.,1,slice2d_public_spending_transfers_audit/sources/slice2d_digepres_discovery_links.csv,663,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0106,"https://gdc.bancentral.gov.do/Common/public/noticias/Images/thumbs/bc_standart_portada.jpg,https://gdc.bancentral.gov.do/Common/public/noticias/Images/thumbs/bc_standart_portada.jpg,.jpg,0,negative:.jpg;official_domain_or_path",gdc.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice5a_household_consumption_trade_down/outputs/slice5a_discovered_links_v1.csv,75,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0107,https://gdc.bancentral.gov.do/Common/public/images/300x250.gif,gdc.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,9,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_resource_audit.csv,32,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0108,https://gdc.bancentral.gov.do/Common/public/images/sef2019_300x250.gif,gdc.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,9,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_resource_audit.csv,32,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0109,https://gdc.bancentral.gov.do/Common/public/noticias/Images/thumbs/bc_standart_portada.jpg,gdc.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,36,slice8b_official_2026_labor_page_repair_acquisition/sources/ed9cdb2ae1_6519-codigo-global-de-conducta-del-mercado-cambiario.html,28,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0110,"https://gdc.bancentral.gov.do/Common/public/noticias/Images/thumbs/bc_standart_portada.jpg,https://gdc.bancentral.gov.do/Common/public/noticias/Images/thumbs/bc_standart_portada.jpg,.jpg,0,negative:.jpg;official_domain_or_official_path",gdc.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice4b_business_cost_margin_pressure/outputs/slice4b_discovered_links_v1.csv,75,Key public bibliography entry selected from the larger local audit registry.
