artifact_id,relative_path,filename,extension,size_bytes,sha256,category,registry_note
LOCAL_0627,slice1h_external_data/api_exports/raw_json/creditos_tipo__2026-02__tipoEntidad-TODOS.json,creditos_tipo__2026-02__tipoEntidad-TODOS.json,.json,245,b8a41b23a8c6575ea9af8b6369636c84719a5ec7401c6581b908c840b21a6eab,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0628,slice1h_external_data/api_exports/raw_json/creditos_tipo__2025-12__tipoEntidad-BM.json,creditos_tipo__2025-12__tipoEntidad-BM.json,.json,34159,b91efe69681f56245b005e7d203e64dca450a3ef9ae040031b9adc1049024b0b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0629,slice1h_external_data/api_exports/raw_json/indicadores_riesgo_credito__2026-03__no_filter.json,indicadores_riesgo_credito__2026-03__no_filter.json,.json,360,2bb281beb6494a53fb947503912efb921924c93ed3c2e5bce52d737203f88b64,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0630,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-02__tipoEntidad-BM.json,creditos_clasificacion_riesgo__2025-02__tipoEntidad-BM.json,.json,200953,a46cbf455d033b2c6499aeefe94f14ec7145620641ecbfc7883c1c5e037c8e1d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0631,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-06__tipoEntidad-TODOS.json,creditos_clasificacion_riesgo__2025-06__tipoEntidad-TODOS.json,.json,277,6ef0d97343bfedbe88917051778bd87592bb46de9e3154b2ffad67799497dd4e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0632,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-12__tipoEntidad-BM.json,creditos_clasificacion_riesgo__2025-12__tipoEntidad-BM.json,.json,200476,c8ad0d7214098f998d95e7c048f808b8e870cd3885e1c3b19dceb2205c2dd3ca,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0633,slice1h_external_data/api_exports/raw_json/creditos_tipo__2025-01__no_filter.json,creditos_tipo__2025-01__no_filter.json,.json,343,12e537d13b065d4338b0e3f960e702bebd1596b7ba1b0e2ad87e78e795eb24e6,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0634,slice1h_external_data/api_exports/raw_json/creditos_tipo__2025-02__no_filter.json,creditos_tipo__2025-02__no_filter.json,.json,343,4c551eb152465a667993825328ef57852eceed070170ffbc542849c6ee6eb7d3,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0635,slice1h_external_data/api_exports/raw_json/creditos_tipo__2025-04__tipoEntidad-TODOS.json,creditos_tipo__2025-04__tipoEntidad-TODOS.json,.json,245,f22488aa7a05dc95037b5467fea1afc1bc60c08653e3261d02f8a3a4a1225c3b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0636,slice1h_external_data/api_exports/raw_json/morosidad_estresada__2025-10__tipoEntidad-TODOS.json,morosidad_estresada__2025-10__tipoEntidad-TODOS.json,.json,635,e7d222decf189e09c4e5703ee0595dbb1ac6fcb440e7cfcf676001e659c40073,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0637,slice1h_external_data/api_exports/raw_json/indicadores_riesgo_credito__2025-11__tipoEntidad-TODOS.json,indicadores_riesgo_credito__2025-11__tipoEntidad-TODOS.json,.json,2002,f89301d848bb474963bf6577a9da5226945e1e263f61061a78bf3703fbe28994,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0638,slice1h_external_data/api_exports/raw_json/morosidad_estresada__2025-07__tipoEntidad-BM.json,morosidad_estresada__2025-07__tipoEntidad-BM.json,.json,6455,7d12e7873e58ab56d00e8be00756b6fa4155bcc2c344166ebc48bfa86c973db7,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0639,slice1h_external_data/api_exports/raw_json/morosidad_estresada__2025-09__no_filter.json,morosidad_estresada__2025-09__no_filter.json,.json,358,1ac3765dbd0d724ef9b82c1f76851e1215ba52727d941e55903a0df740123366,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0640,slice1h_external_data/api_exports/raw_json/indicadores_riesgo_credito__2025-07__no_filter.json,indicadores_riesgo_credito__2025-07__no_filter.json,.json,360,21041c1812e93555bb4e25fab68eb909773f51f78fd05228596fe4138b41842e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0641,slice1h_external_data/api_exports/raw_json/morosidad_estresada__2026-04__tipoEntidad-TODOS.json,morosidad_estresada__2026-04__tipoEntidad-TODOS.json,.json,635,94d31e58f86043af0390fb1981858a5d8d0b9230a8a9d10b43d6c49f11083a17,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0642,slice1h_external_data/api_exports/raw_json/tarjetas_credito_tasas_comisiones__2025-02__tipoEntidad-BM.json,tarjetas_credito_tasas_comisiones__2025-02__tipoEntidad-BM.json,.json,7917187,99b79c326aad39a91bdb51f87f7f1fae7bfb80e2223537e8ea80ccd213051cca,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0643,slice1h_external_data/api_exports/raw_json/tarjetas_credito_tasas_comisiones__2026-02__tipoEntidad-TODOS.json,tarjetas_credito_tasas_comisiones__2026-02__tipoEntidad-TODOS.json,.json,422,d407abbb4fa4bf0f2a066ab43bd96a01ce8ac79d2086a9f413b08bdfcd93b279,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0644,slice1h_external_data/api_exports/raw_json/creditos_facilidad__2025-08__tipoEntidad-TODOS.json,creditos_facilidad__2025-08__tipoEntidad-TODOS.json,.json,255,5476061fb93897746c18099eefb74f42f742133a252172bb57c5596c9115c44a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0645,slice1h_external_data/api_exports/raw_json/tarjetas_credito_tasas_comisiones__2026-03__tipoEntidad-TODOS.json,tarjetas_credito_tasas_comisiones__2026-03__tipoEntidad-TODOS.json,.json,422,9fe897ee6dc50afa47c4619cc5421f345e6b39e1d421fd75fb68aad902b81dc1,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0646,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-11__tipoEntidad-BM.json,creditos_clasificacion_riesgo__2025-11__tipoEntidad-BM.json,.json,203505,a57f94a7a89070db8c25b2284c62085557c43a55ff5026a21fcf3b6718d95d7a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0647,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-04__tipoEntidad-TODOS.json,creditos_clasificacion_riesgo__2025-04__tipoEntidad-TODOS.json,.json,277,c23a72bc24a37f124baef14a287e15189e73b8586b938729600e62a287b57426,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0648,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-07__no_filter.json,creditos_clasificacion_riesgo__2025-07__no_filter.json,.json,375,4bdc3edc37e120e114bb1bd1baa8a2eed07283ffaa8b5523e49ac412394c9a5e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0649,slice1h_external_data/api_exports/raw_json/creditos_facilidad__2025-08__no_filter.json,creditos_facilidad__2025-08__no_filter.json,.json,353,bcbefaf214fcd189ec32e63a8736d77a868d4e1b2649f29c004580503e7a8710,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0650,slice1h_external_data/api_exports/raw_json/creditos_tipo__2025-02__tipoEntidad-TODOS.json,creditos_tipo__2025-02__tipoEntidad-TODOS.json,.json,245,0d807fcaa7bd1cfb595caf07e6b1663e67b35645861fbf70c90c0172f70c2971,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0651,slice1h_external_data/api_exports/raw_json/creditos_facilidad__2025-12__no_filter.json,creditos_facilidad__2025-12__no_filter.json,.json,353,c883cd00a04f92a1a08c99b64b0d5e08ba983790df8ce115377d6664d1bde42d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0652,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2025-10__no_filter.json,creditos_clasificacion_riesgo__2025-10__no_filter.json,.json,375,b6e93abe3ef6badc81aeffce88eaeb590f650b1598df9c2996d6c6996e5c1fe0,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0653,slice1h_external_data/api_exports/raw_json/morosidad_estresada__2025-03__no_filter.json,morosidad_estresada__2025-03__no_filter.json,.json,358,14e2cf53a2d85a9f2760ad4f8f309071d5e912783848d7c100690b24b8b18ae8,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0654,slice1h_external_data/api_exports/raw_json/creditos_facilidad__2026-01__tipoEntidad-BM.json,creditos_facilidad__2026-01__tipoEntidad-BM.json,.json,186941,1d39402a1ecb9e2051db4b7ad3cb3944c2e45c91fac57f709fa7559bffcd911c,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0655,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2026-03__no_filter.json,creditos_clasificacion_riesgo__2026-03__no_filter.json,.json,375,05d3c88353cf50acfb8d6af67b2eb26a22d9e0e1aab21ff0737562ed5e59ed6b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0656,slice1h_external_data/api_exports/raw_json/tarjetas_credito_tasas_comisiones__2025-10__tipoEntidad-TODOS.json,tarjetas_credito_tasas_comisiones__2025-10__tipoEntidad-TODOS.json,.json,422,42c5d5c9c8601d558d3dac7efb5368fd30c03fb201c5cf36a20a63da3c8feb6e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0657,slice1h_external_data/api_exports/raw_json/creditos_clasificacion_riesgo__2026-03__tipoEntidad-TODOS.json,creditos_clasificacion_riesgo__2026-03__tipoEntidad-TODOS.json,.json,277,953e39b68b0d4baab0300f6f4ec50c6d6b0b5a3b2496d222d29fead3d064216c,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0658,slice1h_external_data/api_exports/raw_json/indicadores_riesgo_credito__2026-04__no_filter.json,indicadores_riesgo_credito__2026-04__no_filter.json,.json,360,a585b0bb4f24dde4829b02a12311d6ac892f9a94ac7620d580bdc5e4f513566f,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0659,slice1h_external_data/api_exports/raw_json/tarjetas_credito_tasas_comisiones__2025-08__no_filter.json,tarjetas_credito_tasas_comisiones__2025-08__no_filter.json,.json,374,bfa25c60cd8e220172d31b7587138c0c91b4f6d5ac34a0cc4e46fbd5965741e0,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0660,slice1h_external_data/api_exports/raw_json/tarjetas_credito_tasas_comisiones__2025-07__tipoEntidad-TODOS.json,tarjetas_credito_tasas_comisiones__2025-07__tipoEntidad-TODOS.json,.json,422,09857cf937a83c555268906e539854d95999ba81e97b98c5cb0e065dafcbb04a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0661,slice1h_external_data/api_exports/raw_json/creditos_tipo__2025-06__tipoEntidad-BM.json,creditos_tipo__2025-06__tipoEntidad-BM.json,.json,34175,18c57ce40c21ef1c5142fa0b5a4c71d705781e476e3cd8cbba7fc93fac9ffb5e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0662,slice1h_external_data/api_exports/raw_json/creditos_facilidad__2025-11__tipoEntidad-TODOS.json,creditos_facilidad__2025-11__tipoEntidad-TODOS.json,.json,255,43a702b15fffc776138e6dca7ab0ca290d49a3126d9fce14929a7ba9fd09cb1b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0663,slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_acquisition_manifest.csv,slice8b_acquisition_manifest.csv,.csv,4915,9a38fe074eb11d9822fd5f48e62a5d87c1acd29bc94d4068612fe0c877ac1950,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0664,slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_source_audit.csv,slice8b_source_audit.csv,.csv,21080,00288dffa1b7706373486e9624f1a5ca037d7bbb8020db6476ec57d2aa78e1b5,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0665,slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_claim_boundary.csv,slice8b_claim_boundary.csv,.csv,880,3475e841c43053516869af82fe5d3d72fcff35c349b01e0f67b867c337048bbb,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0666,slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_decision.csv,slice8b_decision.csv,.csv,1702,11b2e01e971fe9161250a5a428c468fd088f4153ebd20807f3db71c710d2e63c,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0667,slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv,slice8b_income_labor_windows.csv,.csv,54364,d1d044d01251302ed978a39ce47293432a7ec4911ff76913034007b918a43604,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0668,slice16a_publication_support_package/outputs/slice16a_publication_support_decision_v1.csv,slice16a_publication_support_decision_v1.csv,.csv,829,ac96083a1aef7fab9843571adfca8f11a294b781d4400f30ff027aae405ee1da,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0669,slice16a_publication_support_package/outputs/slice16a_file_check_v1.csv,slice16a_file_check_v1.csv,.csv,2966,db926693dcf7cef1917825e254f2516dcdc496d091510003dbcb1a1ad08b8116,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0670,slice16a_publication_support_package/outputs/publication_support_manifest_v1.csv,publication_support_manifest_v1.csv,.csv,2203,f644eaea47a80bbb7d4dc08cec59798da12ea7a5ef228eca540405dc38b56a06,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0671,slice16a_publication_support_package/outputs/github_pages_scaffold/data/integrated_evidence_map_v15_with_slice12b.csv,integrated_evidence_map_v15_with_slice12b.csv,.csv,149360,6b6f4fcd3065a2af26103ea13bd57404468e1ba9cd4fe9375b98d388132340e6,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0672,slice16a_publication_support_package/outputs/github_pages_scaffold/data/claim_boundary_matrix_v1.csv,claim_boundary_matrix_v1.csv,.csv,4633,897442c5a6a85bb2e205b62768fa782e23b681f76186f9139e748c7c4ed6a89d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0673,slice16a_publication_support_package/outputs/github_pages_scaffold/data/missing_evidence_watchlist_v1.csv,missing_evidence_watchlist_v1.csv,.csv,6067,18996cd6cc6e934d8266e90a391c15cb98de93577504c90f45737ef64a176193,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0674,slice16a_publication_support_package/outputs/github_pages_scaffold/data/integrated_synthesis_v15_with_slice12b_decision.csv,integrated_synthesis_v15_with_slice12b_decision.csv,.csv,3436,e2328b1dba36903d9438a452c586dcf792e8e78059e405f9dfa91d068771d09a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0675,slice16a_publication_support_package/outputs/github_pages_scaffold/data/red_team_argument_matrix_v1.csv,red_team_argument_matrix_v1.csv,.csv,2894,03db4c71452c6aebfdb97a7f46f6acb8e43b8e245f6cd95b24188614bb4ee121,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0676,slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_next_research_fronts.csv,slice9e_next_research_fronts.csv,.csv,1301,667899da787c6da36a9470654f7e37a9f3bf978500a8d5794a0271baecf009d0,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0677,slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_claim_boundary.csv,slice9e_claim_boundary.csv,.csv,1745,40e29e0a91a2250992e6ed1bfa1b2a0aa7f84af95e9ffeb8d5f5cd914a623351,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0678,slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv,slice9e_decision.csv,.csv,1846,c4140fe3426f6d986a5422cbe4b82666485fe1b7bef7f3a45b181e743b5e3211,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0679,slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_evidence_map.csv,slice9e_evidence_map.csv,.csv,2042,0c77f2fbd97f66f4d9cd69d7baed81da1be708e1f3545be2cb2a058228b178e0,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0680,slice10b_strict_trade_down_target_review/outputs/slice10b_strict_trade_down_target_review.csv,slice10b_strict_trade_down_target_review.csv,.csv,127882,b499d8fc38d3a39fcbac0ebdb2d920c42a12ab2f640b1ef396618a2bc70603fb,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0681,slice10b_strict_trade_down_target_review/outputs/slice10b_strict_rejected_trade_down_targets.csv,slice10b_strict_rejected_trade_down_targets.csv,.csv,113514,270699d1ce3a247c891087e54b49d1c15d83cb53cbb83906fba72b449ca8f1fe,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0682,slice10b_strict_trade_down_target_review/outputs/slice10b_claim_boundary.csv,slice10b_claim_boundary.csv,.csv,1081,5dceb9db2752365638473623d35662f45c1fbb92ad7a75b0365fbc75512468a9,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0683,slice10b_strict_trade_down_target_review/outputs/slice10b_decision.csv,slice10b_decision.csv,.csv,1620,1e9b86841c6a94e0abc9ad675de326159b57574fe25db766e2154de07910088e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0684,slice10b_strict_trade_down_target_review/outputs/slice10b_evidence_map.csv,slice10b_evidence_map.csv,.csv,631,d2771db8fa94d27d44958efbddf368c1aec2f54f28ff50e3cc97abd924432564,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0685,slice10b_strict_trade_down_target_review/outputs/slice10b_strict_selected_trade_down_targets.csv,slice10b_strict_selected_trade_down_targets.csv,.csv,14659,c0788d0734185ded2a5b8d443463af6814583e177da7b0956a51aff8a19e1248,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0686,slice2a_external_data/raw/Remesas_PT.xlsx,Remesas_PT.xlsx,.xlsx,16781,c634fd69a4ed48761aa53e20a6f3369843f0042fe04013d619d56971f654daba,local_source_or_data_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0687,slice2a_external_data/raw/Remesas_6.xlsx,Remesas_6.xlsx,.xlsx,17462,20590904e790ca709c850f6fec5042843cf09c407f6cecc06927ec4fe242a65d,local_source_or_data_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0688,slice2a_external_data/raw/Remesas_PE.xlsx,Remesas_PE.xlsx,.xlsx,16613,5f8734fb80561110d8a37a1901f1cc911eac017a0bf7b4b5cb92fc9d9edb0624,local_source_or_data_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0689,slice2a_external_data/raw/Remesas_GR.xlsx,Remesas_GR.xlsx,.xlsx,11796,0c40851c583d2b9131810d379d31434f29aab47f94d29a190954145d6ed25d59,local_source_or_data_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0690,slice2a_external_data/raw/Remesas_PR.xlsx,Remesas_PR.xlsx,.xlsx,17728,a7a760e9d2eecb1cbe5dadf2e032d920b5ef65a6f015064a9b9cf951ade21c7c,local_source_or_data_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0691,slice2a_external_data/raw/Remesas_TR.xlsx,Remesas_TR.xlsx,.xlsx,14908,015222982791f70ddfc89e47d84e0ca5dbc364d54f42c7a14cee2df3079fba50,local_source_or_data_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0692,slice10c_trade_down_source_window_audit/outputs/slice10c_decision.csv,slice10c_decision.csv,.csv,1702,e91f6f09ebd1a9cc15d8e25d1d7a83ce2de99b7d8b85a86aaa039937d2a4e310,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0693,slice10c_trade_down_source_window_audit/outputs/slice10c_evidence_map.csv,slice10c_evidence_map.csv,.csv,607,547533faaa6b8fa0afb6c1f1dd1c4172cb63e05478568b2766c6e29c864a9d7f,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0694,slice10c_trade_down_source_window_audit/outputs/slice10c_trade_down_source_window_audit.csv,slice10c_trade_down_source_window_audit.csv,.csv,4186,2a9f077ffdeacc499022a4d82bbc0d01491535bbafb8fc0f0ac11393a659f2bb,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0695,slice10c_trade_down_source_window_audit/outputs/slice10c_trade_down_text_windows.csv,slice10c_trade_down_text_windows.csv,.csv,65516,bceee707f332309cb4dbeebbf365138f7689c7f787819112604ab1d846b99100,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0696,slice10c_trade_down_source_window_audit/outputs/slice10c_context_only_trade_down_windows.csv,slice10c_context_only_trade_down_windows.csv,.csv,5531,221f2c27a727462b5af10357ef3c1569cb820caffbfd363c270f33953cb72e77,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0697,slice10c_trade_down_source_window_audit/outputs/slice10c_claim_boundary.csv,slice10c_claim_boundary.csv,.csv,1129,713d85814afe4760da616ec54f95ea0714e4ebcfb9ca01f5f93d818c0c59573e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0698,slice10c_trade_down_source_window_audit/outputs/slice10c_rejected_trade_down_windows.csv,slice10c_rejected_trade_down_windows.csv,.csv,60149,fcfbb8deb754c97e3ad46e8b606cd159fa539b41728c79f379e1910888b5d0bf,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0699,slice10c_trade_down_source_window_audit/outputs/slice10c_locked_direct_trade_down_windows.csv,slice10c_locked_direct_trade_down_windows.csv,.csv,164,c9e75e53711110edff68b0fcf0aec722f4e8fc75abf7becfe6ecf206a131a69c,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0700,slice13a_claims_audit_package/outputs/slice13a_file_check_v1.csv,slice13a_file_check_v1.csv,.csv,1005,270fc0136632ec03d4e3579989823baa140b24bf93197190f14fe65a0400fdfe,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0701,slice13a_claims_audit_package/outputs/slice13a_claims_audit_decision_v1.csv,slice13a_claims_audit_decision_v1.csv,.csv,583,996273f9e49931faa4be0b0ccc99ffb32b0ea1768c826e6785c4d9fa6d083ab5,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0702,slice13a_claims_audit_package/outputs/claim_boundary_matrix_v1.csv,claim_boundary_matrix_v1.csv,.csv,4633,897442c5a6a85bb2e205b62768fa782e23b681f76186f9139e748c7c4ed6a89d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0703,slice13a_claims_audit_package/outputs/next_research_fronts_claims_audit_v1.csv,next_research_fronts_claims_audit_v1.csv,.csv,1122,47d669c8d3cd64ee6d029e566f720560e1b82ebdc8f1fda5fb6fe89bbb5a91a5,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0704,slice11a_final_interim_report_handoff_package/outputs/slice11a_decision.csv,slice11a_decision.csv,.csv,1231,89040b5499be38a5fddd18dd16e4a684216a48c1d4293c2901b5c6a6dd4a1d27,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0705,slice11a_final_interim_report_handoff_package/outputs/slice11a_next_research_fronts.csv,slice11a_next_research_fronts.csv,.csv,1156,324a0a2298d0bfe571431c78f2c34dd46648220f434a9a8fc4dd7a20658fc794,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0706,slice11a_final_interim_report_handoff_package/outputs/slice11a_claim_boundary.csv,slice11a_claim_boundary.csv,.csv,1169,ed59c266ef439abe1a2a826866ad025ddcda348cd5fdd84c99731a454ee55bd0,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0707,slice2c_tourism_incentive_roi_audit/outputs/slice2c_monthly_ene_mar_2026_cell_layout.csv,slice2c_monthly_ene_mar_2026_cell_layout.csv,.csv,3734,ba13bec5eb6d656f869773667f3ea586805bac77977b7d7210341ef3e9197ee8,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0708,slice2c_tourism_incentive_roi_audit/outputs/slice2c_addendum_promoter_concentration_metrics.csv,slice2c_addendum_promoter_concentration_metrics.csv,.csv,308,6f98450fbb65ebc5097d1965b2a681102c6de0257f242c9fda5490e36480aa6c,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
